query_name,query_string,date_filter,field_of_study,license_type,analysis_type,group,therapy_area,year,total,gold,green,hybrid,bronze,unknown,oa,non-oa
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2013,3382,618,392,294,202,46,1552,1830
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2014,9831,1747,1082,806,696,727,5058,4773
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2015,9657,1825,1135,996,762,105,4823,4834
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2016,10565,2281,1194,1270,944,117,5806,4759
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2017,10704,2360,1315,1380,1281,140,6476,4228
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2018,10933,2583,1209,1647,1664,106,7209,3724
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2019,11056,2916,1075,2094,1149,93,7327,3729
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2020,12479,3549,1008,2581,1487,127,8752,3727
primary search (medicine or internal medicine or pharmacology) (10 years) - pharma,"(author.affiliation.name:(""pfizer"" OR ""astrazeneca"" OR ""eli lilly"" OR ""merck"" OR ""emd serono"" OR ""msd"" OR ""merck sharp & dohme"" OR ""bristol myers squibb"" OR ""novartis"" OR ""roche"" OR ""hoffmann-la roche"" OR ""genentech"" OR ""johnson & johnson"" OR ""janssen"" OR ""biosense webster"" OR ""glaxosmithkline"" OR ""gsk"" OR ""abbvie"" OR ""sanofi"" OR ""sanofi-aventis"" OR ""gilead sciences"" OR ""takeda"" OR ""boehringer ingelheim"" OR ""myokardia"" OR ""amgen"" OR ""applied molecular genetics"" OR ""bayer"" OR ""vertex pharmaceuticals"" OR ""regeneron"" OR ""novo nordisk"" OR ""biogen"" OR ""biogen idec"" OR ""daiichi sankyo"" OR ""astellas pharma"" OR ""asuterasu seiyaku kabushiki-gaisha"" OR ""otsuka"" OR ""otsuka seiyaku kabushiki-gaisha"" OR ""astex pharmaceuticals"" OR ""ucb"" OR ""union chimique belge"" OR ""moderna"" OR ""eisai"" OR ""ezai kabushiki-gaisha"" OR ""ea pharma"" OR ""csl"" OR ""zlb behring"" OR ""jiangsu hengrui medicine"" OR ""teva pharmaceuticals"" OR ""sumitomo dainippon pharma"" OR ""dainippon sumitomo seiyaku kabushiki-gaisha"" OR ""fresenius"" OR ""fresenius se & co. kgaa"" OR ""viatris"" OR ""kyowa kirin"" OR ""kyowa hakko kirin"" OR ""ipsen"" OR ""jazz pharmaceuticals"" OR ""azur pharma"" OR ""sino biopharm"" OR ""bausch health companies"" OR ""valeant pharmaceuticals"" OR ""cspc pharmaceutical group"" OR ""galapagos"" OR ""galapagos genomics"" NOT ""La Roche College"") OR author.affiliation.ror_id_lineage:(""01xdqrp08"" OR ""00by1q217"" OR ""04b2dty93"" OR ""02891sr49"" OR ""03qd7mz70"" OR ""00gtmwv55"" OR ""02f9zrr09"" OR ""04r9x1a08"" OR ""01qat3289"" OR ""01xsqw823"" OR ""02g5p4n58"" OR ""02n6c9837"" OR ""056546b03"" OR ""04hjbmv12"" OR ""00q32j219"" OR ""03g03ge92"" OR ""04hmn8g73"" OR ""00anb1726"" OR ""02f51rf24"" OR ""0435rc536"" OR ""02jqkb192"" OR ""027y26122"" OR ""01cjash87"" OR ""013k5y296"" OR ""01n029866"" OR ""01xm4wg91"" OR ""04vvh7p27"" OR ""044tc0x05"" OR ""04ayvvz32"" OR ""01wfv3m53"" OR ""04sapgw72"" OR ""01v376g59"" OR ""01g1gvr46"" OR ""000wej815"" OR ""00d801g55"" OR ""055mhsv54"" OR ""0086q4c12"" OR ""01zgpn844"" OR ""016mq8947"" OR ""04e4j5d46"")) AND publication_type:""journal article"" AND date_published>=now-10y AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",AND date_published>=now-10y,"AND field_of_study: (""Medicine"" OR ""Internal medicine"" OR ""Pharmacology"")",NA,oa_status_plus_colour,Pharma,NA,2021,12976,4323,626,2967,1388,327,9631,3345
